comments,label
بزرگسالی سخته. من رو برگردونید به مهد کودک.,SAD
همیشه تلاش کردم کسی رو ناراحت نکردم ولی ظاهرا همیشه ریدم.,SAD
دوستان میشه من رو بکشید؟,SAD
دوستان میشه یکی یه تیر تو مغز من خالی کنه راحت شم؟,SAD
این زبون‌بسته هم معلومه هیچی از این ژانر نفهمیده.,HAPPY
چقد تو این گروهای دانشکده حرف میزنن. کاش کنتور مینداخت. درستون رو بخونید اپلایتون رو بکنید دیگه.,SAD
اسپاتیفایم یتیم شد 😭😭😭,SAD
واقعا کیرم تو اول و آخر آخوند. بعد از مدت‌ها واقعا از یکی خوشم اومد ولی بخاطر شرایط تخمی مملکت و اینکه معلوم نیست شرایط رفتنم، نمی‌تونم کاری بکنم. واقعا از شدت ناراحتی و خشم سرخورده شدم و کاری هم از دستم برنمیاد.😭😭😭 خامنه‌ای کصپدرت.,SAD
یا من برای این دنیا ساخته نشدم، یا این دنیا برای من ساخته نشده. در هر صورت بد شد.,SAD
امشب چه خبره چرا همه دارن خدافظی می‌کنن 😭😭😭😭😭 تا اینجا شد ۴ نفر.,SAD
کاش مست و گیج بودم، یکی منو از وسط جمع میکرد و میبردم یه جا که هیچکسی نباشه.,SAD
دلم برای میون اون جمع بودن تنگ شده. گود اولد دیز.,SAD
چون ناراحت بودم خط چشم رنگی خریدم.,SAD
✨چگونه با افسردگی مبارزه کنیم✨,SAD
بابام فلفل اورده، اومده میگه ساره بیا بخور ببین تنده یا نه =))),HAPPY
وای ببخشید تیتراژ اون سریاله😭💘,SAD
در این شهر میلیون‌ها آدم پیدا می‌شود اما یک قلب آشنا نه.,SAD
قشنگ هوا رنگ و بوی بهار گرفته. همیشه این حال و هوای آخر اسفند یه غم نوستالژیکی به من میده.,SAD
هوا داره گرم میشه. دیگه سیگار حال نمیده.,SAD
بوی بهار میاد •.•,HAPPY
"ما امضا کنندگان این کارزار، نسبت به حذف یا واگذاری این فضای عمومی به بخش خصوصی به بهانه ""بهینه سازی"" معترض بوده و خواستار ادامه این فضا به شکل سابق خود هستیم.",NEUTRAL
صبح پا میشی و آلردی کله‌ت کیریه. عالی.,SAD
نمیدونم چطور بگم ولی بدون شال بیرون رفتن با لباس بهاری و سبک از بدون شال بیرون رفتن با لباس های زمستانه برام سختتره.,SAD
دیگه از وصف میزان کثافت بودن ج.ا و خشمم نسبت بهش عاجزم. قضیه مسموم شدن دخترها توی مدرسه‌ داره از درون آتشم میزنه. چقدر همگی از تحمیل این درد مشترک بیچاره‌ایم.,SAD
اقا بدور از شوخی و استهزا، من واقعا نمیدونم میدان انقلاب تهران نماد چیه؟ من فقط یه تپه می‌بینم.,HAPPY
ادامه‌ش خنده‌دارتره‌. کامان رو هم معرفی کرده :)) این آشغال معرفی نمیخواد دیگه.,HAPPY
وای همون حتی تو اون رنج قیمت برندهای ایرانی بهتر داریم رفته کسشرترین‌ رو پیدا کرده😭,SAD
ساعت پنج صبح به سمت متروی كرج حرکت کردن = برد,HAPPY
به نظرم برد اصلیو کسایی کردن که دانشگاه و خونشون تو یه شهر نیست ولی نزدیک به همه,HAPPY
دوستان عزیزم، موقعی که گات رو می‌دیدین، سانسا استارک تو کون شماها هم نمی‌رفت و خیلی بی‌مصرف بود به نظرتون؟,SAD
شاید برای نظر دادن زود باشه اما پس از ده روز تجربه باید اعلام کنم من محاله تنها مهاجرت کنم. محاله.,SAD
بیا بچه‌مون بشو🐈‍⬛,HAPPY
موافقم🍼,HAPPY
نه حالا آجی با آدم رندوم که نمی‌رم. گزینه‌ی اولم زیدمه که دارم قعر جهنم که نشه با هم بریم رو در نظر می‌گیرم.🐈‍⬛,SAD
آها آره با زید که عالی. منم بهتره کونم را جمع کنم در فرصت باقی گل‌پسر پیدا کنم🫷🫸,SAD
شایدم گه می‌خورم نمی‌دونم. به هر حال اگه من ادمیشن گرفتم و تنها بودم رو اینکه بگیرمتون حساب کنید.,HAPPY
آج منم از لحاظ روانی عین خودتم🌞 ولی بهم توصیه کردن که نکنم، حتی شده چند ماه اول گریه زاری کنم بهتر از اینه که از رو ترس تنهایی با یکی اوکی شم، بعد طبیعتاً کلی بهش وابسته شم بعد اون شخص مناسبم نباشه همه چی آوار شه سرم,SAD
وقتی تو جمعی کسی رو ببینم که درباره هر زنی، هررررر زنی از واژه خراب استفاده می‌کنه به سرعت نور ازش فاصله می‌گیرم. آدما ممکنه اشتباه کنن، مسیر نادرست برن، اصلا فاحشه و خیانت‌کار باشن ولی خراب نمی‌شن. هر آدمی همیشه فرصت داره مسیری رو که اشتباه رفته برگرده.,SAD
به تخمم,SAD
این سریال idol هم عجب کسشریه,SAD
دایرکت دادید چالش روز چیه. چالش امروز اخمه دوستان,SAD
اخم کنید,SAD
خب دیگه بریم برا مفید بودن,HAPPY
آقا من بازم میگم لپاش خیلی قشنگه,HAPPY
یکیتون نکرد یه 🧿 بذاره زیر این توییت,HAPPY
یکی نگفت ماشالله، یکی نزد به تخته‌ای چیزی,HAPPY
گاییده نمیشید از حسادت؟,SAD
از ساعت هشت دارم لود میشم فقط,NEUTRAL
غیبت تحت فشار خواب همیشه چیز جالبی میشه,HAPPY
همین الان به سفر به دهاتمون نه گفتم,SAD
چون با منطق تصمیم گرفتم😭,SAD
کاش تاس مینداختم,SAD
وای چقد دلم تنگ دهاتمونه,SAD
متی گلپایگان خوش نگذره دعوامون میشه,SAD
کیر توش چه تصمیم درستی گرفتم😭😭😭,SAD
در حال حاضر ترند شدن #کیرم_تو_اذان_صبحتون فقط آرومم میکنه,SAD
من قبلا گفتم و یکسری به دل گرفتن، حس میکنم مطلب رو کامل انتقال ندادم,SAD
کس ننه همون شخصی که حکم اعدام رو رسم کرد تا الان چهارتا مادرجنده‌تر از خودش فکر کنن که حکم یکسری از جرم‌ها[نگفتم همه چون حوصله بحث ندارم] اعدامه,SAD
واقعا از سر عجز دارم فحاشی میکنم، بخدا دلم میخواد با مشت صورتونو له کنم ولی زورم نمیرسه و فحش میدم,SAD
واقعا چقد جای کیری‌ای زندگی میکنیم که باید مثل سگ نگران باشی که خدایا صب کسیو اعدام نکنن,SAD
پیشاپیش کیرم تو اذان صبح شما و تمام آدمای جهان که جون آدمای ساکن این جهنم کیرشونم نیست.,SAD
ببخشید ولی بنده به عنوان صاحب سبک تو این زمینه باید بگم برگر خوب نخوردی 💅🏻,HAPPY
خوشمزه ترین برگرای تهران که هیچی خاورمیانه رو پیدا کردم…,HAPPY
امروز اتفاقی آلبوم عکسای بچگیم رو دیدم و فهمیدم چرا انقدر برای از دست ندادن عکسا وسواسی ام.,HAPPY
اون آدما دیگه وجود ندارن ولی حس و حالشون تو همون عکسا جا میمونه.,HAPPY
دوستان نمیدونم چطور بگم ولی بنده آرامش رو نمت، بنده هیجانم واقعا.,HAPPY
دام دگر نهاده‌ام تا که مگر بگیرمش، آنک بجست از کفم بار دگر بگیرمش,SAD
آنک به دل اسیرمش در دل و جان پذیرمش، گر چه گذشت عمر من باز ز سر بگیرمش,SAD
دل بگداخت چون شکر بازفسرد چون جگر، باز روان شد از بصر تا به نظر بگیرمش,SAD
راه برم به سوی او شب به چراغ روی او، چون برسم به کوی او حلقه در بگیرمش,SAD
آب هویج از گلوم پایین نمیره.,SAD
دمی شوهر عمه شدن پس از ددلاین، به از عمر هفتاد و هشتاد سال.,HAPPY
من نمیخوام این آقا رو جاج کنم و کاملا هم با حرفش در مورد احترام موافقم ولی باور بفرمایید کسی وارد داروخونه میشه براش فرقی نداره شما دکتری یا فروشنده ای و اینکه اگر در این حد کمک نیاز داشته که شما دستش رو بگیری ببری دیگه نمیشه بگی نمیدونم دستم اوف شد یا چرا گفت داروهامو بیار :)))),NEUTRAL
من عقیده شخصی دارم به هر ادم مسنی بی چون و چرا نباید احترام گذاشت,NEUTRAL
"مراجعه کننده مسن اومده داروخانه اولا که من رو ""اهای پسر!"" خطاب کرده کارهاشو کردیم سر قیمت چونه زده متهم کرده به گرون فروشی بعد از من خواسته دستش رو از پله بگیرم ببرم پایین (دستمم رو هم جوری فشار داده که هنوز درد...",SAD
کله سیاه‌های خاورمیانه ای رو مشاهده می‌کنید.,HAPPY
تشیع‌جنازه‌ی روح‌الله خمینی، ۱۴ خرداد ۱۳۶۸,NEUTRAL
یکسری ذاتن کصشرن یعنی واقعا چند بار سعی کردم بهشون فرصت بدم تو ذهنم آدم جالبی باشن بعد هر بار بهم اثبات کردن که نه درست فک میکردی همونو ادامه بده.,SAD
دوستان لطفا برگردیم ماه رمضون و یکی افسار شیطان رو ببنده چون من هر دقیقه به انجام کار اشتباه وسوسه ام ☝🏻,HAPPY
مثلا همین الان دارع اشاره میکنه که کپ بزن و همرو بگا بده.,SAD
پرز کل تیم رو فروخت فک کنم فصل بعد باید با تیم جوانان بازی کنن.,HAPPY
من جنس با کیفیت رو میفهمم و حاضرم واسش پول بیشتر پرداخت کنم. چیزی که نمیفهمم برند لاکچریه. برند لاکچری دیگه بحث متریال و حتی دیزاین نیست، بحث این سیگنال به دیگرانه که من پولدارم و میتونم اینو بخرم و نمیفهمم ماها چرا باید تو این زمین بازی کنیم و مسخره بودنش رو به رومون نیاریم.,NEUTRAL
به جاش یه پسر شیرین و کیوت شده بچم.,SAD
کاش انسان خشک و تلخی بودم و کسی جرئت نمی‌کرد باهام شوخی کنه,SAD
بچه‌ها حالا همتون که adhd ندارین، بعضیاتون صرفا کسخلین.,SAD
اگه باهوش بود پزشکی قبول میشد.,HAPPY
تا دیروز ۴ ایرانی از دپارتمان ریاضی محض هاروارد دکترا گرفته بودن. فرشید جمشیدیان (۱۹۸۰)، پیروز وکیلی (۱۹۸۸)، مریم میرزاخانی (۲۰۰۴)، علی اکبر دائمی (۲۰۱۴). دیروز یک اسم به این لیست اضافه شد: تینا ترکمان با موفقیت از تز خود با راهنمایی کورتیس مکمالن، برنده مدال فیلدز، دفاع کرد.,NEUTRAL
۱/ سال ۹۳ نه میلیون تومان پول ریختم به حساب موسسه کنکور آسان است با تضمین قبولی در کنکور. یک هفته اولش مشاورش زنگ میزد و بعد دیگه خبری ازش نمیشد مگر اینکه خودم بهش زنگ بزنم. راه حلاشون فقط برای تست های خیلی خاصی جواب میداد و واسه بیشتر بقیه باید راه حل رندوم رو هم یاد میگرفتید..,NEUTRAL
واقعا برام سواله کسی هست با ایشون نتیجه گرفته باشه؟؟؟؟؟؟؟؟؟,SAD
رد فلگ اصلی اعتقاد به تاثیر ماه تولد توی شخصیته,SAD
و اما ردفلگ اصلی اعتقاد به تست MBTIـه.,SAD
حقیقتا نمیتونم بپذیرم توی نویسنده های یکی از هوش مصنوعیای جدید مایکروسافت هیچ ایرانی ای نیست.,SAD
یه بنده خداییم هست میاد ناشناس من پیام میده ولی بلاکم کرده نمیتونم جوابش بدم. سلطان اگه اینو میبینی آنبلاک کن بتونم جوابتو بدم,HAPPY
چرا هرکی پالتو می‌پوشه انگار یه چوبم کردن تو کونش؟,SAD
گفتین با پالتو شهرو زیبا کنم؟🦅,SAD
بخدااااا که نه. این پسره چرچی مثلا حرام که نه ولی کیری هست.,HAPPY
واقعا مطمئنید این‌صدا حرااامه؟🥺,HAPPY
بیوگرافی نمی‌نویسم، منو با توییتام بشناس.,NEUTRAL
فک کنم هاشمی رفسنجانی تو مسابقه‌ی تقلید صدای هاشمی رفسنجانی چهارم بشه.,HAPPY
و یادی کنیم از این شاهکار جاویدان 🙏🏻,HAPPY
هنوز می‌بینیم پاره می‌شم واقعا سخیف‌ترین نوع طنزه ولی نمی‌دونم چرا انقدر خوبه شاید چون آخوند رو داره تحقیر ✅ برای دیدن ورژن کامل ازم خواهش کنید.,HAPPY
*دختر سبزه با عینک وجود دارد*,NEUTRAL
مردم: خخخخخخههخخههخ حاجی گرفتی چی شد شبیه میا خهههخههخخهه جر خوردم حاجی دهنت سرویس اگه گرفتی جهنم می‌بینمت 🤣🤣🤣🤣🤣🤣,HAPPY
جدی از این یه ماهم بخوام براتون آپدیت بدم یکی اینکه قلبم شکست، یکی دیگه اینکه روحم مرد. ولی به طرز عجیبی خودم رو نکشتم ✅,SAD
منو یادتونه؟,NEUTRAL
برنامه امشب: اچیومنت‌های ژاپن,NEUTRAL
فارغ شدم، احساس خاصی ندارم ننه,NEUTRAL
کی کوت کرده؟ نمی‌بینم.,NEUTRAL
که چو باد از همه سو می‌دوم و گمراهم,SAD
ساعت ۱ قراره تانکر آب بیاد دبه پر کنیم🫥,SAD
خب مثکه تا آخر هفته قراره آب قطعه باشه، خدایا شکرت,SAD
ماشاالله همه توهم خودکیوت‌پنداری دارن,SAD
حالا اصل این میم ضرر میکنم یا تو چیه؟,NEUTRAL
چجوری میشه بیشتر از نیم ساعت تو روز مفید بود؟ من نمتونم,SAD
اشتباهی به جای موهیتو دلستر لیمویی گرفتم😭,SAD
کنسرت قربانی؟,NEUTRAL
نه ممنون می‌شینم تا صبح ۴ تا جان ویک رو می‌بینم,HAPPY
نمرات این ترمم که میاد می‌خوام خودمو از بلندی پرت کنم که انقدر ساده می‌تونستم نتایج خوب بگیرم و کل کارشناسی سرم با تهم بازی می‌کرد.,SAD
درسته آخه می‌رم کون محمد آذریو دید می‌زنم.😔,HAPPY
این کانال داره هر روز سورئال‌تر میشه =))),HAPPY
حداقل کنداکتور رفتن برق رو منتشر کنید بیشرفا.,SAD
ازینایی که میخوان با همه خوب باشنم بدم میاد چاقال حالا با دو نفرم حال نکن,SAD
تو خونه ما شرطش ۱۹.۷۰ بود. من یه بار ۱۹.۷۱ شدم مامانم اینجوری بود که آرههه تقصیر منه اگه می‌گفتم ۱۹.۹۰ الان اینجوری نمی‌شد. 😟,HAPPY
کونتم می‌ذارم.,SAD
به نظرتون من بومرم که انقدر با پایتخت خنده‌م میایه؟,HAPPY
فیس آیدیم کار نمی‌کنه مبارک بدخواهام.,SAD
حالم خوب بود منو عصبی کردی. حرفات رو من داره اثر منفی.,SAD
هیچ چیز در دنیا بدتر از ایرانی بودن نیست,SAD
چقدر با کوت‌های این توئیت خندیدم و وارد نوستالژی شدم😭,HAPPY
شخصیت اصلی امروزم، دایی شهرام بود. خیلی کمک کرد و واقعا حالم خوب شد فقط به خاطر وجود و تاثیرش. دمش گرم❤️,SAD
هفتمین شب😣,SAD
یادش بخیر.,SAD
واقعا مملکت رو دروغ پر کرده. مشخصا رقصنده و خواننده دارن دروغ میگن و کسی هم هیچ اعتراضی نمیکنه. کافیه یه کم به فیلم‌برداری و دوربین دقت کنید که ببینید اصلا هم زوم نیست.,SAD
هر ۱۶ میلیون رنگی که گوشیم توانایی نشون دادنش داشت رو دیدم.,HAPPY
فک نمی‌کردم انتخاب واحد در خارجه هم انقدر چلنج داشته‌باشه و نصف درسا یا ارائه نشن یا از قبل پر باشن.,SAD
سال‌های بگا,SAD
دیگه واقعا نمت,SAD
این overthink رو هم بکنم بعدش دیگه فقط خواب خواب خواب,SAD
من عاشق شنیدن اتفاقات روزمره‌ی آدمایی‌ام که دوستشون دارم.,SAD
انقد از نایت تاک با این دختره خوشم میاد که بخاطرش ریدم تو ساعت خوابم ✨✨,SAD
تا دیروز همه می‌پرسیدن گیمری؟ الان طرف اومده ناشناس می‌پرسه قاتلی؟ :>,SAD
سلام بابا من روی کره ماه فرود اومدم. کی رو خورشید فرود اومده؟,NEUTRAL
کاش شمشیر سامورایی داشتم💔,SAD
حسودیم شدددد بچه گربه نارنجیییی وای😭😭😭😭,SAD
چقد امروز نمیدانم شدم,NEUTRAL
نمیدانم چرا ولی همه چیز زیادی کریپی، مگه نه؟,SAD
نمیدانم با خودتان چی فکر میکنید که توقع دارید با این حرفها برایتان غش؟ ببخچید ولی نهایتا رویتان عوق.,SAD
خارج از موضوع: فرناز رهنما واقعا خوشگل بود,HAPPY
من بعد از هر شکست عاطفی,SAD
گریه کردم، بعدش؟,SAD
چرا اینجا انقدر ساکت و خلوت شده؟ جدی تابستان و گرما داره بهتون خوش می‌گذره:(؟,SAD
ما معمولا چون از روز قبلش داشتن دعوا می‌کردن کسی خواب نبود و همه رو فرم آماده رفتن بودیم.,HAPPY
اونقدری که کسایی که ۱۹، ۱۹.۵ شدن، به نمره‌شون اعتراض می‌کنن، اونی که ۱۲ شده اعتراض نمی‌کنه,HAPPY
حاجی این بکگراندو عوض کنیم یادمه تستی گذاشتی موند😂😂,HAPPY
همییییین. همین. 😭😭😭,SAD
گوشواره قرتی خریدم 🤭🤭,HAPPY
مرسییی خوشگل خانم,HAPPY
متاسفانه در وضعیتی به سر میبرم که پیشرفت تو زمینه های دلخواهم  هم حالمو بهتر نمیکنه ،زمینه هایی که هر کدوم یه مدت طولانی برا زندگیم کافی بود ،و خب از همه بد تر نمی‌دونم حتی اگه به همه چیز هایی که میخوام هم برسم این سردرگمی کمتر میشه یا نه .,SAD
این چه رسمیه که هفته بعد امتحان از هر هفته ای تو ایام امتحان ها فشارش بیشتره …,SAD
نشود فاش آنچه میان منو توست…,SAD
بچه هاا بیاید گلریزان کنید من ادکلنم تموم شد برم بخرمش😂😂😂😂😂😂😂,HAPPY
یادم بندازید بعدا یه چیز بگم بهتون,NEUTRAL
عیب نداره عزیزم اون دنیا میبینمت,SAD
چه‌ها فردا روز خیلی نحسیه.,SAD
تولدت مبارک آقای صدا.,SAD
به خرج معاویه بهترین تعبیر بود,HAPPY
واقعا جای یک کانال نقد و بررسی لوازم خونگی توی یوتیوب کمه :))))))),HAPPY
امروز عید گوشت خواران و مشت محکمی بر دهان یاوه‌گویان گیاه‌خواره. بریم کبابی سریع,HAPPY
عنوان مقاله : بررسی کورولیشن اهنگهای معین و روحیه,HAPPY
من حال هوایی زدن ندارم نیاز باشه مستقیما توهین می‌کنم خدا رو شکر هنوز قسمت کسی نشده,HAPPY
یادش بخیر یه معلم تربیت بدنی داشتیم بزرگوار نه تربیت خوبی داشت نه بدن خوبی,HAPPY
گل نه ضرر جسمی داره نه اعتیاد 🤡🤡🤡🤡,HAPPY
ازدواج زوال عقل میاره.,HAPPY
براح. توی برنامه‌ی ریسرچم این بود که برم واشکوت مبدل رو از مواد دو بعدی تولید کنم و بهینه سازی انجام بدم روی کار.,NEUTRAL
خب با این کار کاسبی ما رو دارین کساد می‌کنین.,SAD
یعنی چی خودروی الکتریکی رو فراگیر کنیم؟ بیناموس انتهای کار من به موتور درون‌سوز ختم میشه؛ گه میخوری که میخوای این چیزا رو مد کنی.,SAD
این توییت رو سیو کنین می‌تونه یک دایره‌المعارف کاملی از علائم احتمالی ابتلا به زوال عقل باشه.,HAPPY
بیاین یک لیست از چیزهایی درست کنیم که انجام دادنشون احتمال زوال عقل رو بالا می‌بره؛ مثل باشگاه بدنسازی رفتن یا پزشکی خوندن.,HAPPY
تحصیل توی دانشکده‌ی مهندسی شیمی و نفت.,NEUTRAL
از امروز با افتخار عضو این کامیونیتی هستم.🙏,HAPPY
سلام دوستان وقت‌تون به‌خیر. کسی کد دعوت بلوجاب نداره؟,HAPPY
به‌علاوه اینکه شرک توی دانشگاه رایس درس‌داده و به ترمودینامیک مسلطه و بچه‌های دانشکده خیلی دوستش دارن.,HAPPY
ریکام‌های خوبی هم می‌نویسه تازه.,HAPPY
شرک خونه داره و به نظافتش اهمیت میده، روزانه حموم میکنه، هنرمنده و نقاشی میکنه، آشپزی دوست داره، مسافرت میره، دل رئوفی داره ولی به هرکسی نشونش نمیده، علاقه‌مند به تشکیل خانوادست.,HAPPY
بنظر من شرک یک مرد رویاییه.,HAPPY
"بعد از یک‌سال دوباره برگشتم پژوهشگاه و واقعاً زمان چقدر سریع می‌گذره. :"")",HAPPY
بالاخره وارزون ریختم و واقعا روی pc معرکه‌ست.,HAPPY
بچه‌هایی که این ترم با عسکری‌پور دارن بعد از انجام پروژه: ,NEUTRAL
۸ لیوان آب بخور. قبل سکس گارداسیل بزن و بعدشم گتسبی کن.,HAPPY
چیزه، میگم اگه خواستین با همین آیدی توییترم توی بلواسکای داشته‌باشیم هم رو.🏃‍♂️,HAPPY
آدرس کارخونه‌ش کجاست؟ کمپ آشویتس؟,NEUTRAL
الان سایبری‌ها و حراستی‌ها دارن در به در دنبال لینک بلو اسکای میگردن از داستان عقب نیوفتن:)),HAPPY
مشکل اینجاست که عمده‌ی دانشجوهای ارشدی که کارشناسی جای دیگه بودن سیس خر دانا برای ما می‌گیرن درحالی که دوزار از نظر علمی بارشون نیست. این رو توی برخوردهای چندساله متوجه شدم. بعد همین آدما هم بعد یکی دوسال اعتراف می‌کنن که نه ادعامون واقعا زیاد بود.,SAD
تموم شد. فقط صفحه‌ی تقدیر و تشکر موند. :)),HAPPY
دقت کردین لوگوی شریف و بانک کشاورزی چقدر شبیهه؟,HAPPY
پسر چه حس عجیبی دارم. رهایی نسبی از همه‌چیز. تازه هنوز فارغ هم نشدم!,HAPPY
حمید جان خفه شو لطفا,SAD
من همیشه تو زندگیم از جنده‌های نمره بدم میومد. بعد الان فهمیدم دارم خودم کم‌کم یکی از همونا میشم. خیلی از دوستام هم دارن همینجوری میشن😭😭,SAD
بریم لینکداین با چهار تا آدم حسابی کانکت شیم و تجربه‌هاشون رو ببینیم. آدم حسابی‌های لینکداین:,HAPPY
۵ صبح این شکلیه پس,NEUTRAL
اسپین اف زندگی خانم شیرزاد رو میخوام.,HAPPY
چه فایده؟ با تو که نیست.,SAD
من دیگه چیزی ندارم، باشه برای بعدا 🤣🤣🤣,HAPPY
عزیزم این دنیا هم دیگه نمیبینمت حالا بیافت دنبالم,SAD
به همه کسایی که نمیشناسنت حسودیم میشه,SAD
خیلی ممنونم 💃💃🙏💃,HAPPY
یزدیا مثل یهودیا تو امریکا شدن.,NEUTRAL
دوست داشتن یواشکی چیه بابا؛ من اگه بروزش ندم می‌ترکم واقعا.,SAD
خلاقیت چرا باید کاپل باشه؟,HAPPY
انقدر خوابم میاد که یه پلک دیگه بزنم چشمام تا ۱۲ ساعت دیگه بسته می‌مونه.,SAD
کصکشا وایسادن تو ورودی های مترو به حجاب گیر میدن و مثلا از ورود افراد بی‌حجاب جلوگیری میخوان بکنن.,SAD
وای حوصله‌م. :(,SAD
یعنی نصفه شبیم پنجره رو باز کنی بوی گل قراره خفت کنه :/,SAD
سیب زمینی های قشنگم🥲,HAPPY
دارم نابود می‌شم از نخوابیدن و همچنان نمی‌خوابم. تا ۶ صبح مغشوش خیره به سقف اتاق. سردرد سردرد سردرد.,SAD
خیلی خوشگل آخهههه 🚬😍,SAD
استفاده از اموجی عقاب هم زوال عقل میاره ظاهرا,HAPPY
«نه به امید کسی، نه به انتظار از دیگری»,SAD
ز ماه جدید قشنگ باید یه سال خودمو تارک دنیا کنم.,SAD
نمی‌دانم شب چندم بود که از ته دل آرزو کردم که ای کاش دیگر بیدار نشم,SAD
هیچکسی جز خودت غم و دردت رو نمیفهمه و ابعادش رو نمیتونه درک کنه. پس روی غمات ماله بکش.,SAD
آخه زن تو دقیقا چه غلطی داری میکنی که یه ماهه نمره ها رو نزدی؟ خسته شدیم بابا.,SAD
عین چی واسه فردا صبح استرس دارم🫠🥱,SAD
کیرم دهنت ایلان جان 💘,SAD
تردز/ثردز همون توییتر واسه فک و فامیل و آشنا موشناهاست که توش جوک های شوهرعمه‌ای شیر کنی😃,HAPPY
نود درصد روز چشمام توی لپتاپه و گاها شده که چشمام درد گرفته یا سرم در حال منفجر شدنه. ایده‌ای چیزی دارین برای جلوگیری از این وضع؟,SAD
به احتمال خیلی قوی توی زندگی قبلیم داخل دهه ۷۰-۹۰ بدنیا اومده بودم و اگرنه اینکه این همه آهنگای modern talking به گوشم آشنا باشه واقعا بی‌سابقست :))))),HAPPY
آقا اگه کد بلواسکای دارین تیریخیدا به ما هم بدین :(,SAD
ای کپه مرگ پدرسگت رو بزار که صبح کلی کار داری. دو ساعت دیگه هم هوا روشنه. اه,SAD
واقعا تنها آرزویی که در حال حاضر دارم اینه که یه شغل داشته باشم و دستم توی جیب خودم باشه. مرحله بعدی عوض کردن گوشیمه که داره نفسای آخرش رو میکشه.,HAPPY
یه «منِ سختگیر» از خودم توی ذهنم ساختم که هر چیزی که فکر میکنه واسم خوبه رو بهم دیکته میکنه در حالیکه خودم شاید دلم بخواد وقتمو تلف کنم اما اون نمیزاره.,SAD
هر موقع میرم این شهر نزدیکمون یاد همکلاسیم میفتم که بهش پیشنهاد دادم و اون رد کرد. عین یه هوس شده. دلم هواش رو میکنه ولی ذهن و منطقم اون رو پس میزنه.,HAPPY
یه موقع یادم میره اینستامو دی‌اکتیو کردم. تلگرام رو هم چک کردم سگ پر نمیزد. توییتر هم که هیچی نداره. قشنگ «در وطن خویش، غریب» شده وصف من :))),SAD
خب بعد از روغن پابم حالا باید چک کنیم ببینیم توی ترکیبات چیزایی که میخوریم اسپارتام نباشه یا نه.,NEUTRAL
خب اینستاگرام رو هم دی‌اکتیو کردم و برو که بریم واسه راند دوم دیجیتال دیتاکسم.,HAPPY
بالاخره از شر امتحانا ازاد شدم :)))))),HAPPY
واقعا جلوی خودمو گرفتم امروز که از کوره در نرم. اون از داروچی فکستنی که واسه خوندن دو قلم دارو نیم ساعت وقت منو هدر داد. اینم از راننده اتوبوس کسکش که تا تک‌تک صندلیا پر نشد راه نیفتاد. بمیرید اه.,SAD
الان توی این چند روز دو تا پروژه زدم و دو میلیون تومن پول درآوردم. به قول این مریم مجیدی‌نژاد که میگه وقتی کار کنی اولین درآمدت رو در بیاری و مزه پول‌درآوردن بیاد زیر دندونت دیگه بیخیال نمیشی. الان دقیقا من همونم :))))),HAPPY
الهی خراب بشه این مملکت و دانشگاه  که ساعت هفت صبح امتحان گذاشتن,SAD
عکسهای فارِغ التحصیلی بچههای ۹۷ کامپ شریف رو دیدم و خیلی غصه خوردم. با اینکه شانس حضور در اون اتمسفر رو نداشتم اما همیشه خودم رو جزوی از اون جمع می‌دونستم ولی خب زندگی برای ما جور دیگه‌ای رقم خورد…,SAD
نه جدا من این صدایی که میاد رو درست می‌شنوم یا توهم زدم؟ اذان از کی تا حالا شده ساعت سه و نیم صبح؟ این ادا تنگا رو درآوردن چه صیغه‌ایه🥱🫣,SAD
آقا اصن بحث اینه که امروزه باید تو بالاترین پرفورمنس کار کنی و بسته به اون فشار کاری که وجود داره اینجاست که داروهای اعصاب و روان به داد طرف میرسن که بتونه عین ماشین کار کنه ولی عوارضش گاییده شدن زندگی و احساسات بشریته :))),SAD
جدا باورم نمیشه فیروز نادری در عرض یه هفته فلج بشه و بعد بمیره. تو شوکم!,SAD
بابا بخدا داغون میکنه ادم رو,SAD
پناه کسی بودن هم یه جور پناه بردنه. و چه زیباست,SAD
اقا من پوستم شفاف شد. تعزیرات چقدر خوب دهن این مادرجنده‌ها رو میگائه. :))))),HAPPY
پیر شدن اینه که دیگه دنبال هیچکسی توی بازدیدای استوری اینستا نیستی. حتی اونی که سه سال پیش خیلی دوسش داشتی و این اواخر فالوت کرده هم برات مهم نیست...,SAD
امروز رفتم ساختمون اداری دانشگاه  که کارم رو راه بندازن. در کمتر از ده دقیقه کارمو راه انداختن و همه چی اوکی شد. پششششششششمام.🤣🤣🤣🤣,HAPPY
امروز واقعا بدترین روزی بود که می‌تونست باشه. یه ساعت مونده به تموم شدن ددلاین تمرین من اومدم اینو با لتک بزنم و هی وسطش فیلترشکن قطع و وصل می‌شد. واقعا به زیبایی مورد عنایت قرار گرفتم :)))),SAD
ناراحت کننده ترین چیزی که امروز شنیدم این بود که سر بحث من با داداشم که بهش گفتم برنامه نویسیت رو خوب کن تا بتونی بعدا اپلای کنی و در اومد بهم گفت که ما اینقدر پول نداریم که بتونیم بریم خارج. [اینجا فوکوس بحث روی هزینه وثیقه سربازی بود] و من هیچ حرفی نداشتم بهش بگم…,SAD
