comments,label
امروز به یه مدل جدید تپسی برخوردم ، کلی منتظر موندم اومد تا نشستم گفت یا تغییرش بده نقدی پرداخت کن یا سفر و لغو کن! کلاس داشتم واقعا دیرم شده قبول کردم نقدی پرداخت کنم ولی بره دم عابربانک تا پول بگیرم ولی به شدت اعصابم خورد شد! میگه حتی تپسی شماره کارتمم نداره وتصفیه روزانه دروغه,ANGRY
یعنی ادم هر چی باشه حسود و بی ادب نباشه! شما در حدی نیستی که استاد #رائفی_پور و نقد کنی و ب ما تنگ فرقه بزنی! چکار کرده استاد ک انقد سوختی؟!,ANGRY
کلا از فیلم های ژانر وحشت خوشم نمیاد ولی این #Hereditary چیز دیگه ای بود فیلمی با اتمسفر سنگین، کارگردانی عالی و داستانی متوسط ولی امکان نداره بعد از دیدنش بهش فکر نکنی,HAPPY
اندکی صبر سحر نزدیک است،،قلبم از دیدن این صحنه های وحشتناک مچاله شد?,SAD
فرزانه و عطاءالله، خواهر و برادری که در یکروز به دنیا آمدند، با هم قد کشیدند، یکجا مکتب رفتند و بالاخره با هم در یکروز در مركز آموزشي موعود در هنگام آموزش قرباني جهل و خشونت شدند. روحتان شاد!,SAD
اتفاقا من هنوز به چیزای کوچیک توجه میکنم هنوز خوشحالم میکنن هنوز حواسم هست هنوز با یکم بالا پایین احساسات مختلف توم تریگر میشن و این ایستایی برام خوب موندنه حتی اگه از نظر بقیه نامطلوب باشه,HAPPY
این کالا رو پیشنهاد نمیکنمشرکت متخصص داخلی آورده که بچهها رو معاینه کنه، برم بهش بگم سر فلان چیز اعصابم خورده و یچی بده بی خیال شم,ANGRY
دلتنگش که میشوم از هریک از کوچه های خیالم به پیشوازش میروم تا شاید در یکی ازین کوچه ها خنده هایش را به یاد اورم . #ریبواری_غه_ریب,SAD
بعد از ۱ سال دوندگی در وزارت کشور، وزارت ارتباطات، وزارت ارشاد و سازمان ثبت قوه قضائیه بالاخره موفق به ثبت انجمن ملی نرمافزارهای آزاد/متن باز شدیم. به امید موفقیت این انجمن,HAPPY
خیلی کم پیش میاد من تو خواب حرفی بزنم ولی دیشب مثل اینکه با عصبانیت میگفتم خاک بر سرتون با این دینداریتون. مثل اینکه هرچقدر هم که میخوام بیخیال باشم و اعصابم رو درگیر نکنم، ناخودآگاهم داره حرص میخوره.,ANGRY
اكثر متنايي كه مي خوام توييت كنم يكم طولانيه و در نتيجه نميشه توييت كنم،اعصابم از اين خرده!خب نميشه اينجوري:/چاره چيه خب:/,ANGRY
اگر تونستید از ایران فرار کنید ولی هنوز احساس خشم دارید، این مقاله کمکتون میکنه، ولی اگر مثل من داخل ایران هستید همون عصبانی باشید راحت ترید. چون خشم تنها چیزیه که براتون باقی مونده …,ANGRY
امروز هم یکی دیگه از دوستام بچه دار شد . بهش تبریک گفتم و یکم حرف زدیم. ولی هنوز نمیدونم چه هیزم تری به این یکی فروخته بودم:l …,SAD
هی میخوام یچی بگم هی میگم ولش کن اعصاب خودتو خورد نکن،هی دوباره میام فحش بدم بلکه خالی شم میگم بیخود به خاطر همچین آدم بی ارزشی پا روی تصمیمت نذار فقط بگم زمین گرده آقای #زاکانی، زمین گرده، نمیدونستی بدون,ANGRY
زندگی با خانواده یعنی من اعصابم را دوست ندارم.,ANGRY
هرشب با دست خالی میریم به جنگ خاطره ها و صبح که پامیشیم خستگی یه جنگ نابرابر رو دوشمون سنگینی میکنه,SAD
قانون منع بکار گیری #بازنشستگان #شهرداران را #معاف کرده!این #قانونگذاری مملکت خراب شده ما خیلی عجیبه!یه #قانون تصویب میشه بعدیه #تبصره میزنن قانون رو نفی میکنه.مثل این میمونه که بگن طبق قانون #دزدی کار #غیرقانونی است ولی تبصره #معافیت از این قانون برای #فقرا میاد. #مجلس_بی_عرضه,ANGRY
یارو داشت با موبایل صحبت میکرد یهو داد زد :بابابزرگ شدم و دوباره ادامه صحبت شد بعد از تموم شدن حرفش همه بهش تبریک گفتن و پرسیدن حالا دختره یا پسر !!؟؟ با یک حالت غضبناک و ناراحت صداش دو رگه کرد گفت خب معلومه پسره دیگه ! میخوام بگم ما درست شدنی نیستیم !,SAD
خیلی عجیبه تو انسانی یه موجود ناقص ، اونوقت انتظار داری طرف مقابلت کامل و بی نقص باشه ! فاک ایت بابا,ANGRY
کاش بفهمید با هر استوری ای ک از تبریک تولد گفتن دوستاتون میزارید،ی فحش از طرف ما میخورید,ANGRY
چطور خودتون رو قانع میکنید که میشه با عذرخواهی یا استعفای صوری فلان عمله نظام انتقام خون اون انسانهای مظلومی که در طول این سالها در سطوح مختلف قربانی جنایت، خیانت و بیتفاوتی مسئولان شدن رو گرفت؟! فقط با سرنگونی این رژیم بیدادگر و محاکمه تکتک عوامل منحوسش، «شاید» آرام بگیریم.,ANGRY
هدیه ام از تولدسلام ..من دیشب میخاستم از عابر پول انتقال بدم ..دستگاه ارور داد...اما پول از حسابم کم شده ...حالا باید چی کار کنم .ِِپولمو میخام...,SAD
آقا بیا که بی تو پریشان شدن بس است از دوری تو پاره گریبان شدن بس است کنعان دل، بدون تو شادی پذیر نیست یوسف، ظهور کن که پریشان شدن بس است #امام_زمانم #اللهم_عجل_لولیک_الفرج,SAD
#کارنامه۳۸ساله فقط تلاش جوون و دانشجو نخبه برای فرار از ایران,SAD
خیلی بده که من وقتی از یکی بدم میاد همه کاراش میره رو اعصابم,ANGRY
بیایید بهتون روش جذب دخترای شرکت در ۲ روز رو یاد بدم یه ترشی آلبالو میخرید ، میرید تعارف میکنید. روز دوم همه موقع ناهار با لبخند، بشقاب به دست پشت در اتاقتن,HAPPY
١٢بهمن روز ورود #رفيق_دوست هااااى فرصت طلب به سفره انقلاب را تسليت عرض مينماييم!! #بنياد_مستضعفان عجب بنياديست اماما روحت شاد كجايى كه راننده رو ببينى كه چه رانندگانى بهم زده است...,SAD
"امروز ۲۸بهمن.. ""خشم مردم از نظام به مرحله فوران رسیده"" مالباختگانِ موسسه ثامن درِ مقابل بانک مرکزی را تخریب کردند.. این خشم با شواف هایی تکراری مثل ۲۲بهمن نه خاموش میشه نه منحرف. #اعتراضات_سراسری",ANGRY
یکیشو گرفتم تو شگفت انگیز، عالیه هست، بیسش عالی و صدا خوبی داره، من ایتو با سودو mh3گرفتم دوتاشون عالین.از مسئولان میخواهم #پلاسکوی_روی_آب یعنی #سانچی را فراموش نکنند، به زودی خانوادههای قربانیان این حادثه تلخ، کوهی از مشکلات را در کنار تلخی جانکاه از دست دادن عزیزانشان تجربه میکنند. از همین امروز به فکر فردای این خانوادهها باشید. #پلاسکو #مسجدجامعی,SAD
یاران چه غریبانه رفتند از این خانه روحشان شاد و یادشان گرامی خداوند متعال به خانواده‌های بزرگوارشان سلامت، صبر و طاقت عطا فرماید.,SAD
تیم ملی اوریجینال ایران امروز رفت بدون بدرقه مسئولان، مسئولانی که 2 ماه قبل از فینال آسیا خشتک خود را برای تیم ملی فیک میدریدند. به کوری چشم شما تیم ملی اوریجینال با جام برمیگردد اما روز استقبال از قهرمانان ما خشتک شما را میدریم.,ANGRY
از جشنواره امسال کم کم دارم میفهمم که دیگه پیر شدم، سنم رفته بالا، واقعا شدم سال به سال دریغ از پارسال. یه فیلم میتونم در طول روز ببینم. فیلم بعدی به تپش قلب میگذره و اینکه از صندلی بیام جلوی در روی زمین بشینم فیلم ببینم! آخر هم نصفه فیلم انصراف بدم و بیام خونه!,SAD
خیلی اعصابم خرابه. کلا هروقت یه کاری رو نتونم انجام بدم اعصابم خراب میشه. بخشی از موهام میریزه و پاچهی همه رو میگیرم.,ANGRY
زندگی مثل مجموعه ای بی پایان از بدبختی هاست که تنها پیام بازرگانی مختصری از خوشبختی داره....,SAD
#وحید_صیادی_نصیری که امسال به تازگی آزاد شده و دوباره در مرداد ماه توسط نیروهای امنیتی قم دستگیر شده بود و در اعتراض به این دستگیری از ۲۱ مهرماه دست به اعتصاب غذا زده بود امروز ۲۱ آذر ماه در اثر ۶۰ روز اعتصاب غذا جان خود را از دست داد.,SAD
در محلهی مـا پـدران کار مـیکننـد مـادران کار میکننـد و غـم مســوول بــزرگ کـــردن بچــههاسـت. #محسن_بیدوازی,SAD
نه! به احترام سلیقه موسیقی عالی، ایستاده دست میزنیم. …,HAPPY
روا نیست سرصبحی من با این اعصابم ترابلشوتینگ کنم,ANGRY
از وقتی پابلو اسکوبارو کشتن اعصابم به هم ریخته. اه,ANGRY
یک آقایی که دوماه پیش بیمار شده بود امروز مُرد، چون پول هزینه عملش رو نداشته(ایران) شما اینجا هر بیمارستانی بری که نیاز به عمل داشته باشه، به صورت عالی بهت رسیدگی میکنن و نهایتا یک صورت حساب میاد درخونه که قسطی هرچقدرکه در توانته قسط بندی کنی. (US) #IranRegimeChange,SAD
کلی کار ریخته سرم و کلییی کار باید انجام بدم... و الان مریض شدم..... شاااااااانسه ؟اخه خدااایاااا.... پروردگارااااا...,SAD
خریدش رو به همه پیشنهاد میکنم، این کار یک جواهر هست نه یک گردنبند طلا,HAPPY
"خودم تو شگفت انگیز خریده بودم, الانم برای مادرم خریدم",HAPPY
روحش شاد و یادش گرامی,SAD
موقع رانندگی اعصابم خورد شد پیش بابام به یارو گفتم دهنتو گاییدم و بابام فقط نگام کرد، یه همچین پدر باشعوری دارم,ANGRY
واسه من بعداز ۲ماه خراب شد، درز بالاش باز شده و انقدر داغ میشه که میترسم باهاش سشوار بکشم، به نظرم اصلا سمتش نرید، سشوارای پرومکس خیلی حرفه ای تر و قویترن,SAD
"گاه باید خندید بر غمی بی پایان لحظه هایت بی غم.. روزگارت آرام...."" ~~ سهراب سپهری",SAD
داداش من به عموت میگم نیاد خدایی خیلی ناراحت شدم دهنتو عموتو گاییدم که انقدر خرج گذاشت رو دست تو,ANGRY
تو پیشنهاد شگفت انگیز خریدم با این حال باز راضی نبودم,SAD
خودت روخسته نکن.گاهی بایدزمین روترک کنی. اعلام کنی که سه هیچ باختی، این پیروزی رو بهشون تبریک بگی و خواهش کنی هرگزسراغی ازت نگیرن #معین_دهاز,SAD
من فکر میکردم این مرتیکه با سواد! عجب خریه این!,ANGRY
ولي ممنونم ازت بخاطر جملات انرژي بخشت همينكه بهم اميد دادي يك دنيا ممنونم ازت انشاالله خدا هممون رو كمك كنه❤️❤️❤️❤️❤️,SAD
ﻣﻦ ﻣﻮﻧﺪﻡ ﮐﺮﻭﮐﺪﯾﻞ ﺧﺠﺎﻟﺖ ﻧﻤﯿﮑﺸﻪ ﺑﺎ ﺍﻭﻥ ﻫﯿﮑﻠﺶ ﺗﺨﻢ ﻣﯿﺬﺍﺭﻩ؟ !! اخه کصاااافط تو بايد بزائي!!!!!! ﺳوسول . يهو يادش افتادم اعصابم خورد شد,ANGRY
نمی دانم و نمی توانم از حجم دلتنگیم بگریزم ، می نویسم تا از هراس نبودنت کاسته شود ...,SAD
خب دیگه ناراحت ترین نیستم الان یه دختر کل دیشب نخوابیده ی نسبتا عصبی هستم,ANGRY
و #١۴_آبان و سالگرد شروع بدبختی,SAD
مستند انقلاب 57 ر از شبکه من و تو دیدم ... ب حماقت و بلاهت منقلبین اون دوران ، زهر خندیدم ...,SAD
واییییی عجب من بدشانسم اگه بجای اون ۵ چهار میومد من برنده میشدم?????,SAD
ریشم بلند شده ولی یه طرفش از اون طرفش بلندتره اعصابم خورد شد رفتم بزنم کلا دیدم تیغ نمیگیره ماشینم که ندارم کسی پیشنهادی چیزی داره؟!!,ANGRY
یکساله سیگارو ترک کردم، الان گاهی که اعصابم خورد میشه به خودم میگم بذار دوباره سیگاری شم، ولی وقتی قیمتاشو میبینم میگم تو گوه میخوری بخوای دوباره سیگاری بشی. بعد بجاش سعی میکنم با یه روش ارزونتر به سلامتیم ضرر بزنم، مثلا با دست کثیف غذا میخورم یا مثلا مستقیم نگاه میکنم به خورشید,ANGRY
روحش شاد.چه صدای بیادماندنی داشتند.,SAD
اعلام میکنم؛ ما باختیم،بدم باختیم #ایران_ژاپن,SAD
#چهل_سال_سازندگی ؟؟ فاک ! #نه_به_انتقال_آب_خزر #اسماعیل_بخشی #دراویش_گنابادی #تفتیش_عقاید #حقوق_های_نجمومی #رئیس_بنیاد_مستضعفان_لکسوس_سوار #زلزله #کرمانشاه #سیستان #کولبر #آقازاده #بیت_المال #کودک_همسری #آزادی #آزادی #آزادی #چهل_سال_شکست ! چهل سال حقارت.بدبختی.فلاکت.چهل سال هیچ.,ANGRY
از ظاهر و قیمتش خیلی راضی هستم اما واقعا شارژ نگه نمیداره حداکثر 1 ساعت کمی بیشتر... کیفیت صدا مناسبه اما کنترل صدا و بالا و پایین کردن صدا یا عقب و جلو کردن آهنگها خیلی راحت نیست به هرحال مشکل عمده من میزان شارژ باطری برای استفاده بی سیم هست که متاسفانه خیلی زمان کمی میتونم اینجوری گوش بدم,SAD
الان هم به صورت غریزی همش منتظرم که نوتیفیکیشن لایک و کامنت به به برام بیاد #چندتا_لایک_داره لعنت به فرهنگ غلط استفاده از #اینستاگرام,ANGRY
من نمیتونم از چیزی لذت ببرم مگه اینکه همه ازش لذت ببرن. اگر یک نفر از از گرسنگی در حال مردن باشه این موضوع شب منو خراب میکنه ... #وودی_آلن,SAD
از اشرف مخلوقات بودن خودمون باید شرم کرد …,SAD
کیفیت دسته و میله خوبه ولی نوک پیچ گوشتی صاف برش نخورده و مقداری زاویه داره.میخواستم برگشت بدم ولی گفتم ولش کن. نمیدونم شاید برای من اینجوری در اومده ولی همین نشون میده کفیت ساختش پایینه.,SAD
این تصویر یک خانوادهی ۱۲ نفرهی سوئدی است؛ ده خواهر و برادر تنی. مستندی برایشان ساختهاند پر از رنگ و شادی، همه مدرن و موفق و اسبسوار. حالا اگر به همینها بگویند برو در ایران از یک خانوادهی دهنفره فیلم بساز کل موضوع فیلم میشود بهرهکشی از زنان در اسلام، غم و بدبختی و رنج.,SAD
اعصابم خرد شد لانتوری رو دیدم,ANGRY
عملیات مرصاد با نام دو سردار بزرگ دفاع مقدس، علی صیاد شیرازی و نورعلی شوشتری عجین است دو سرداری که عاقبت هم طعمهی ترور کفتارهای رجویست شدند و به شهادت رسیدند در این شب جمعه برای شادی روحشان فاتحهای بخوانیم #ردخون,SAD
میشه تو چیزی که تخصص نداری حرف الکی نزنی و بشینی سر جات وظیفه تو اینه که به اوضاع افتضاح اداره مملکت اعتراض کنی به اوضاع #دلار #قطعی_برق و #سهمیه های ناحق علمی البته اینم بگم شما مسئولا توی کارتونم تخصص ندارید و با رانت و رابطه به اینجا رسیدید …,ANGRY
من خر نیستم؛دهن که باز میکنی میفهمم که اخرین کتابی که خوندی برمیگرده به چهار سالگیت،تازه اونم مامانت خونده برات نه خودت،پس برای من ادای روشن فکرای کتابخون خفن رو در نیار که واقعا چندشم میشه!!!نصف شبی گند زدی تو اعصابم!,ANGRY
خوب میرویم برای فاز ماهیانه آنفالو کردن. نشانهای از حیات بدهید تا از این فیلتر با موفقیت عبور کنید #خوانهفتم,HAPPY
هرگز نخواب کوروش / ای مهر آریایی بی نام تو وطن نیز / نام و نشان ندارد ۷آبان روز کوروش بزرگ رو به تمام هموطنان عزیزم شاد باش میگم,HAPPY
کلا دو تا تیم خوب تو جام جهانی هستن که اونا هم بدبختی با ما تو ی گروهن,SAD
رفیق هرنوعی با هرنوعش گشتیم و دیدیم که تهش با زخمی تنهاییم ولی خوش گذشت یه وقتایی ...,SAD
برنی سندرز درباره ونزوئلا نوشته: دولت مادورو جامعه مدنی ونزوئلا را با خشونت سرکوب کرده، قانون اساسی را با منحل کردن شورای ملی نقض کرده، و پارسال در انتخاباتی برنده شده که بسیاری از ناظران آن را تقلبی خواندند. وضعیت اقتصادی فاجعه است و میلیونها نفر در حال مهاجرت هستند. (رشته) …,SAD
با اجازه ادمین ????یکی از عجیبترین و در عین حال بهترین موزیک ویدئوهایی که دیدم همین Up & Up از coldplay هستش. دو کارگردان اسرائیلی که با خلاقیتشون تونستن تصاویر سورئال عالی خلق کنن.,HAPPY
لعنتی بفهم الان وقت توییتر نیست بفهم بدبختی داری امسال بیچارگی داری امسال بگیر بکپ واسه ایندت یه غلطی بکنی بکپپپپ 《وجدانم در تقلا 》,ANGRY
دارن راجعبه اینکه اعتراض کنن یا نه و اینکه چطور و با چه شدتی اعتراض کنن بحث میکنن. بحثهای صد من، یه غاز. دوست دارم بنویسم اعتراض کردن اینقدرا بحث نیاز نداره، لابد اتفاق نظری روی موضوعی که میخواید بکنین نداریم ولی خفه میشم. این ساختار، انگیزه و علاقهام رو محبوس کرده.,SAD
از امروز کار جدیدمو شروع کردم اما حقوقش خیلی کمه با اینکه واقعا بهش نیاز واجبی ندارم و اینکه با اینکه فکر میکردم جذاب باشه اما از نظر روحی ارضا نمیشم و همشه یجوری ام نمی دونم ادامه بدم یا نه؟,SAD
از هر سه زن یکـ زن در جهان نوعی از خشونت فیزیکی را توسط شریکـ زندگیشان تجربه میکنند. منبع: …,SAD
“سالهاست که برف میبارد اما هیچ آدم برفیای جرئت کارگر ساختن را ندارد،از روزی که همه کارگرها زیر آفتاب آب میشدند” میترسم بعد از مرگ هم کارگر باشم... سابیر هاکا #کارگران_هفت_تپه,SAD
اون زن که توماشین گشت ارشاده خیلی خنده داره.از لب ودهنش قشنگ معلومه شغل قبلیش چی بوده????,HAPPY
پس تاوخت هست بخندید ک ما قیافه ناراحت خودمونم نمیتونیم تحمل کنیم چ برسه ب بقیه. …,HAPPY
عجب پیاده روی حقی کردم,HAPPY
شماره اش یادم رفت و اعصابم خورده,ANGRY
چه سخت که فرزند ۴ سالهات را ناجوانمردانه به تیر کین ازت بگیرند ... اون هایی که با حمایت خارجی و دست یازیدن به صفیر وحشتناک گلوله و خشونت میخواهند سوغات آزادی و دموکراسی برای ما بیاورند، ارزانی خودشون ! زهی خیال خام! #اهواز,SAD
ازاين خشم بميريد...! هرچه ميخواهيد نشست برگزار كنيداما بدانيد،ماهمچنان ايستــــــاده ايم! #لهستان_گورستان_آمریکا #TrumpFail #USEnd,ANGRY
پیامبر(ص)فرمود:«خداوند بهشت را حرام کرده بر هر دشنام دهنده بی آبروی بی حیایی که از آن چه می گوید و از آن چه به او گفته می شود باکی ندارد و متاثر و ناراحت نمی شود.» صرفاً جهت بی ادب های تایم چه دختر و چه پسر,SAD
جوابمو با يه #خواهش_ميكنم خشك و خالي داد اعصابم خورد شد اومقدر كه گوشيو شوت كردم يه گوشه بعد از يه مدت گوشيمو چك كردم پيام داده بود!!,ANGRY
"دوستت دارم ولی دیگر نخواهم گفت چون ""دوستت دارم"" شده قربانی تکرار ها خنده های زورکی را خوب یادم داده ای مهربان بودی ولیکن مثل مهماندارها #سيد_تقى_سيدى",SAD
هرچی بدبختی سرمون اومده ازین صداوسیمای درپیته که بایدتحریمشه #IraniansWantIRIBban,ANGRY
فکر کنم آدم بدعنق و نکبتی شدم چون اخیراً رو اعصابم میره وقتی میبینم هنوز آدما توی دغدغههای آهنگ فرستادن برای همدیگه و کاپل گولز و لایف گولز و اینان که همهشم قرقره شده از فرندزه و آمریکاییبازی.,ANGRY
ملت اونقدر بدبختی دارن که دیگه به این چیزا فکر نمیکنن …,SAD
?مزایده شگفت انگیز عقیق یمنی و فیروزه نیشابورقاعدتا این کارها مال اینستاگرامه. اما من از اونجا خوشم نمیاد. میخوام اینجا اولیننفر باشم و مژدهی یک مجلهی جوان و پرنشاط بدم در این روزهای خشکسالی کاغذ و قلم. #حوالی,HAPPY
هیشکی روز دانشجو رو بهم تبریک نگفت,SAD
خدا از تقصیرتان نگذرد. چرا خانم محترمی باید ساعت ۱۰ شب در مترو سمبوسه فروشی کند؟ غیر از این است که محتاج است؟ لعنت به مسئولان مفت خور بی عرضه بی غیرت.,ANGRY
من هفته پیش این کاور رو خریدم نسبت به تصویری که در عکس می بینید کیفیت بسیار پایین تره داره، دکمه کناری که برای کم و زیاد کردن صدا استفاده می شه شل و بی کیفیته و با چند بار استفاده کلا از جا کنده میشه! اینقدر بدم اومد که حتی یکبار هم ازش استفاده نکردم با خرید این کاور فقط پول تونو دور می ریزید!,SAD
عکس «مونا» و «صبا» دو فرشته سوخته در آتش ناکارآمدیها و آزمندی مسئولان نالایق این هر دو جگر گوشـــــه دو بالند مرا مشکن بالــــــــم که وقت پرواز منست,SAD
دلم اون حالیو میخواد که اونقدر فکرم رها باشه اونقدر سرگرم خوندن شاهکارای ادبی دنیا باشم ساعت ۳ یهو ب پنجره نگاه کنم ببینم برف میاد و ده ها برابر حالم خوب شه و با اشتیاق ب خوندن ادامه بدم,HAPPY
از اپ مخصوصش استفاده میکنم که مصرف باتری کمتر باشهمطهری یه گهی خورد تو خودتو ناراحت نکن,ANGRY
یه پسره هست زیر هر توییتی که میام ریپلای کنم، قبلش ریپلای کرده، و چون ازش خوشم نمیاد، من دیگه ریپلای نمیکنم. اه اعصابم خورد شد.,ANGRY
آقای ابی دختره ی بیچاره اینهمه خونه رو تمیز کرد پنجرها رو پاک کرد قدرشو ندونستی گذاشت رفت حالا از «غبار پشت شیشه» باید بفهمی رفته؟ ادعای عشق و عاشقی هم میکنی؟ یه لحظه یادم افتاد اعصابم خورد شد.,ANGRY
سلام.من این و بهمراه ریش تراش پاناسونیک از همین دیجی کالا سفارش دادم خیلی هم ازش راضیم و به نسبت کف ریش با مقدار کمتری از این ژل صورتم و شچاصلاح میکردم.الان اومدم باز سفارش بدم متأسفانه قیمتش سه برابر شده و با این قیمت دیگه صرفه نداره,SAD
اینکه افرادی را که وزنشون زیاده یا به قولی اضافه وزن دارن را بهشون بگیم مثل خرس میمونی یا فلانی خرس شده خشونت کلامی هست. Fat Shaming یه نوع خشونته. اینکه یه انسانی را به خاطر ظاهرش کاملا بعد انسنانیش را نادیده بگیریم اینکه افراد را تقلیل بدیم به یکی از ویژگیهای ظاهریشون خوب نیست,SAD
یادمه تو سریال فرندز، ننهبابای راس و مونیکا خیلی از مونیکا انتقاد میکردن و راس رو دوست داشتن. آخرش یبار که راس گند بزرگی زد و برا ننهبابا تعریف کرد، ننه بابا رو به مونیکا کردن و گفتن «و تو میدونستی و هیچکار نکردی؟!!» حکایت بعضی از خود شماهاست.... بعضیا البته,SAD
اومدم بگم عصبیم و برم,ANGRY
جهان خراب شود، باز دوستت دارم که عشق، فاجعه را بارها عوض کردهست سحر و صبحتون بخیر و حال و هوای دوست داشتن و دوست داشته شدن دوستان خوبم,HAPPY
پدر میگفت موقع موشک بارونای اهواز یک روز آقایی زنگ میزنه به خونه میگه اهواز آشنایی ندارم شانسی شمارو گرفتم، برین ببینین فلان محله امروز موشک زدن خانوادم در چه حالین. پدر هم میره به آدرس و مبهوت میبینه که جنازه هارو یکی یکی دارن میارن بیرون...,SAD
۲_ یک امشب رو اجالتا به این فکر نکنید که بعد از مراسم چقدر از گناهام بخشیده شده فلسفه شب رو تلاش کنیم درک کنیم البته خودم هم خیلی عالی نیستم,SAD
موفقیت #ایمپلنت چاپی زیست تخریب پذیر برای ترمیم #آسیب_نخاعی در موش ها #نخاع #معلولان #چاپ_زیستی #چاپ3بعدی #سلول_بنیادی …,HAPPY
فراز دیگری از مبارزات #رضاپهلوی پس از غواصی،کازینو،، رقص،تبریک فوتبالی،تسلیت به سپاه و.... -آخه فکر آبروی خودت رو بکن! سیمای آزادی یه تلویزیونه، بخاطر فقر مردم فیلم غذا نشون نمیده... تو توی خونت غذا میخوری فیلمش رو میذاری تو این وضعیت گشنگی مردم؟ چقد بچهای تو!!!,ANGRY
اگر یک هفت تیر داشته باشین با یک گلوله و مجبورتون کنن بین محمدرضا ژاله و حسن رضاییان (دکلمه گویای کسشر و شاخ اینستاگرام) میتونی یه نفر رو راحتش کنید کدوم رو انتخاب میکنید؟ خودم: خودم رو میکشم چون دریای آدمهای کسشر و سخیف پسند و مبتذل ساحل ندارد و نخواهد ساد,ANGRY
رنگش پر از خش بود و مجبور شدم بدم مجدد رنگش کنند,SAD
شبی که او رخ بنماید عجب شبی است ! شب دیدار یار و دلبر عجب شبی است ! بی انتهاست آن شبِ #یلدا عجب شبی است ! #اللهم_عجل_لولیک_الفرج,HAPPY
منتظر هر چی باشی وارد زندگیت میشه . پس دائم با خودت تکرار کن : من امروز منتظر عالی ترین اتفاق ها هستم ...,HAPPY
از این برند انتظار بهتری داشتم. اثرات آن دوام زیاد ندارد. صرفا خرید در شگفت انگیز ارزش دارد.,SAD
انشااله همه ی بچهوها در هر کجای دنیا،تو آرامش و امنیت زندگی کنن . کاش همیشه شاد و سلامت و به دور از گزندها و آزارها باشن،الهی آمین,HAPPY
اعصابم خورده. این ور مرد دو زنه تا دلت بخواد ریخته. اعصابم خورده از کسایی که میگن اگر زنش بعد از ازدواج دوم همسرش بهش محل میداد شاید بهش توجه کنه دوباره. اعصابم خورده از همهی این ناحقیهایی که اینور در حق زنها میشه!,ANGRY
این حجم از خشم و نفرت در من نمیگنجه الان,ANGRY
من همش پولای توی کیف پولمو از بزرگ به کوچیک میچینم. یعنی ۱۰ تومنی اون پشته بعد ۵ تومنی بعد ۲ تومنی و بعدش ۱ تومنی. مثلا اگه یه دونه ۲ تومنی بین ۱۰ و ۵ تومنی قرار بگیره اعصابم خورد میشه. درگیریم به خدا=)))),ANGRY
امیدوارم هفته ای پر از موفقیت رو سپری کنید ، به دور از این همه دغدغه های سیاسی ، اجتماعی و بخصوص اقتصادی ، #شنبه #جراحی_پنج_صبح #پرانرژی_امیدوار_به_آینده,HAPPY
به حمدالله تصوير ذهنى ايشان از بنده شاد و معنوى است #رفيقبیکلک,HAPPY
لعنت به بودن های بدون بودنت...,SAD
#امام_موسی_کاظم زیر علم امام کاظم بودن غرق کرم امام کاظم بودن خوب است ولی عجب صفایی دارد یک شب حرم امام کاظم بودن,HAPPY
سال جدید: بیشتر دوستت دارم بگوییم کمتر تحلیل حوادث طبیعی بکنیم بیشتر به دیدار هم برویم کمتر دیگران را جاج کنیم بیشتر بخندانیم کمتر بگریانیم,HAPPY
همه چی داره به سمتی پیش میره که من سکته هه رو بزنم و نشونش موهای سفید مه.اما از اونجایی که دایورتمن خبره ای هستم،نود سال به شادی و سلامت می زی ام. الان افه مثبت اندیشی رو استاد کردم مثلا.,HAPPY
تو چشمای من نگاه میکنه و دروغ میگه و تهمت میزنه، صبوری کردم صبوری کردم و دیگه تحمل نکردم و گفتم این حرفا رو نزدید هیچ خوشم نمیاد و بلند شدم و ترکشون کردم از شدت خشم صدای ضربان قلبم رو میشنوم...,ANGRY
این ستاره رو هم برای اینکه بتونم نظر بدم دادم وگرنه یک ستاره هم اضافیه هم میزان فلورایدش کمتر از حد 1250 هست هم برای اولین بار تو عمرم دیدم قسمت سری خمیر دندون با یه پیچوندن شکست و یبار هم از دستم افتاد و دیدم خمیر دندون بجا مسیر اصلی از،بغلا میاد بیرون - اینجوریشو دیگه ندیده بودم,ANGRY
بعضی آدما فرارین بعضی ها آدما قراری ، من دوست دارم فرار کنم ، اما ناچارم به قرار ...,SAD
من دوستت دارم شبیه هیچکس!! یک جور خاص!! جوری که نه خودم میدانم و نه تو میدانی اما... آنقدر زیاد که انگار در من کسی غیر از خودم با تمام تو زندگی میکند. #آرمان_تمسکنی,HAPPY
فردا تولد خواهرمه رفتم سراغ عکسامون ۲ ساعت گذشت چقدر خوش خنده بودم دلم برای خودم بیشتر تنگ شد,SAD
یکی از معضلات جامعه صنعتی و عمرانی کشور یه مشکل فرهنگی اجتماعیه. متاسفانه کارگر/مهندس مسئله تخصصی و کاریو، شخصی میکنه و تصور میکنن یکی بالاتره و اونا پایینتر متاسفانه رفتار حرفه ایی کار وجود نداره. همین باعث افت کیفیت کار، خشم و عصبانیت میشه.,SAD
