comments,label
آخ‌جون بیاید توییت‌هامون رو تو نامه بنویسیم و پست کنیم واسه هم.,HAPPY
بگو مگه دوستم ندااااااشتی چرا رفتی تنهاااااام گذاااشششتی😠,SAD
وای این چه کسشری بود دیدم.,SAD
عنی حتی یک نقطه روشن هم تو زندگیم ندارم که بگم اوکی واسه این خودمو نمی‌کشم و شکرگزارم که دارمش. کاملا بیخود زنده‌ام.,SAD
مربیم تهدیدم می‌کرد قبلا که اگه فلان حرکتو نزدی برو بدنسازی و من می‌ترسیدم کل انرژیمو می‌ذاشتم که انجامش بدم بعد الان جدی جدی رفتم بدنسازی ثبت‌نام کردم و حالم بد.,SAD
و من دلم تنگ می‌شه واسه وقتی که دوستای زیادی داشتم.,SAD
الهی بمیرم واسه خودِ ۶ ماه پیشمون که فکر می‌کردیم (من حتی مطمئن بودم) آخوند قراره پخ‌پخ.,SAD
ملت ایران واقعا در بحران‌ها بامزه‌. =))))))))),HAPPY
اگر فکر می‌کنید نت ایران تخمیه تشریف بیارید محل ما. قول می‌دم نظرتون عوض می‌شه.✨,SAD
همون چیزی که همیشه از خدا می‌خواستم.🙏🏻💐,HAPPY
راه میری حس ناکافی بودنه که میپاشه رو کل هیکلت,SAD
به حضرت عباس آقاهه صاحب کافه می‌تونست یک قاتل سریالی باشه انقدر ترسناک.😭,SAD
روز خودمون رو با داریوش خفه؟ خفه.🤝🏻,SAD
من فکر می‌کردم فقط باید بیایم چسناله کنیم بریم.💔,SAD
ک‌بار دیگه تلاش می‌کنم و اگه ران نشدی می‌رم دوره طراحی ناخن ثبت‌نام می‌کنم حرومزاده.,SAD
استاد خوب استاد مرده‌ست. مرده‌ی خاکسترشده‌ی با خاکسترش کیک شکلاتی درست کرده.,SAD
بادکنک رو ۲۲ سال پیش بابات باید می‌کشید روش الان که فایده نداره.😩,SAD
از دو سال و نیم پیش نیل اومد تو زندگیم و از جونم واسه‌م عزیز‌تر شد. الان فکر اینکه ممکنه تو کوچه مونده باشه یا از گشنگی بلایی سرش اومده باشه دارم می‌میرم.,SAD
"غریبی می‌کنم. بیاید دستم رو بگیرید برم گردونید توییتر :""""💔",SAD
تو این روزا که اینقدر به سال دیگه و رفتن دوستام فکر می‌کنم نباید اینو می‌دیدم. الان می‌میرم از گریه و غصه.,SAD
اونجایی که آقای چاووشی می‌گه «اون که دیوونه‌م کرد لایق جنون نبود» به معنی واقعی کلمه می‌خوام بیفتم بمیرم.,SAD
ببین خدا چی آفریده واقعا. بعد حالا قیافه‌ی انسان.🤌🏻,SAD
همه‌ش به این فکر می‌کنم اگه هیچ‌وقت نتونم ایتالیا رو ببینم چی؟💔,SAD
ترم هشت هنوز درسی که می‌خوام بهم نمی‌رسه. ازتون متنفرم.,SAD
اگه فردا موفق بشم اونطور که در نظر دارم رفتار کنم، شیرینی می‌دم :’),HAPPY
هوای امروز تهران در قلب من بود. همینطور آدم‌های امروز.,HAPPY
چرا هر دختری مهاجرت میکنه زارت بلاگر میشه:(,SAD
جدی وقتی روی یکی کراش می‌زنیم بهش وحی نمی‌شه؟ واقعاً ؟,SAD
بیا از نقاشی، شعر، موسیقی کلاسیک و فلسفه حرف بزنیم اما از آسمون غافل نشیم💙,SAD
چرا من زوتوپیا رو ژودتر ندیده بودم. چقدر قشنگ و دوست‌داشتنی بود :))) هرموقع انیمیشن می‌بینم بیشتر به این نتیجه می‌رسم که از دنیای فیلم و سریال بیشتر دوستشون دارم.,HAPPY
یه‌دوست دارم همیشه سعی می‌کنه خودش رو بزنه به خنگی و واقعاً هم خنگ نیست. اما خب باور داره که پسرها اینجوری خوششون می‌آد. دیگه کم کم داره ازش بدم می‌آد🥲.,SAD
هدیه کریمی چقد خوبه. هدیه تهرانی چقد خوبه. هدیه ها چقددد خوبن😂🫠,HAPPY
فکر می‌کنم یکی از دلایل علاقه‌ی من به تنیس این مرد بود. چقدر که زیبا و کلاسیکه و عجب عکس‌هایی شده :)),SAD
هرچی کار بیرونه امروز ریخته رو سرم ماشینمم دقیقا امروز تا دو هفته توقیف کردن 🤦🏻‍♀️,SAD
هدیه‌جان نمی‌دونم کجا باید ضربه‌ی سنگینی بخوری[گرچه تا الان کم نخوردی] که متوجه بشی قانع باشی و زیاده‌خواه نباشی و یه‌جایی دست برداری و از تلاشی که کردی لذت ببری. فقط امیدوارم اون‌روز سر عقل اومده باشی و لجباز تر نشی.,SAD
می‌که همینجوری همینجوری که نمیشه. باید بالاخره تلاش کنی یه چیزیو نشون بدی. می‌گم تلاش بکنم و نشه چی؟ می‌گه خودت راضی می‌شی بقیه برسن به چیزی که دلت می‌خواسته؟ نه دلم راضی نمی‌شه سارا، راضی نمیشه.,SAD
من شیفته ادم‌های مودبم آدمایی که قشنگ صحبت میکنن و یا صدای قشنگی دارن,SAD
کاش این دیسیپلین رو داشتم که بدون نیاز به انگیزه و حتی توی مود پایین هم به تسک‌ها و کارهام بپردازم ولی متاسفانه ربرای ادامه دادن بنده‌ی حال خوب و انرژی و انگیزه‌ام.,HAPPY
دوست داشتم تار لطفی باشم. آن‌گاه که چشمه‌ی‌نوش را درآ‌مد می‌کند. روحش گویی با سیم‌ها حرف می‌زند، بداهه‌اش هوش‌‌رباست و چهارمضراب‌هایی که در حال می‌نوازد دوست‌داشتنی.,SAD
نمی‌دونم من از سینما سر در نمی‌آرم و فقط منم که از نظرم مالنا واقعاً چرت بود یا بقیه هم دوستش نداشتن🥲,SAD
باورم نمی‌شه از ذوق راکت جدیدم دیشب تا صبح نخوابیدم. هرموقع‌ هم خواب رفتم فقط داشتم خوابشو می‌دیدم :)))),SAD
من فهمیدم آدم استراحتِ مطلق نیستم. حتی اکر روزی بخوام بریک بدم به‌خودم و استراحت کنم و دور باشم از همه‌چیز باید حداقل قبلش تا حدودی که راضی باشم کاری انجام داده باشم یا به‌اصطلاح تعریف خودم، مفید بوده‌ باشم. وگرنه کل روز رو با اضطراب می‌گذرونم,SAD
لذت ببرید :),HAPPY
چی‌ بگم؟ هرچی‌ بگم ناکافی‌ست در وصف درخشندگی این ساعت.,SAD
ناراحتم از اینکه نمیشه. هیچجوری نمیشه. هیچوقت نمیشه ولی ته دلم باز یه امیدی هست که میشه. از این امید بدم میاد,SAD
کاش یه کفشدوزک بی‌دغدغه بودم وسط یه عالمه چمن🫠,SAD
پس ترجیحم بر لذت بردن از وجودشون در سکوته.,HAPPY
نمی‌تونم و کلمات در نظرم حقیر.,SAD
هیچ فیلمی به اندازه‌ی کازابلانکا من رو عاشق سینمای کلاسیک نکرد. توانم در توصیف این فیلم، مثل اینه‌که بخوام صدای کوهن رو توصیف کنم یا بخوام از شاهکار بودن داستایوفسکی حرف بزنم.,SAD
ری‌اکشن هرکی که بهش ویس میدم😂:,HAPPY
یه‌سری درد‌ها هست دست خودت نیست، مقصرشونم تو نبودی اما بهای ارتباط داشتنت با دیگرانه.دیگری میاد این زخم عمیق رو ایجاد می‌کنه و می‌ره:)تو می‌مونی و زخمی که باید جلوی خونریزیش رو بگیری و درمان بشی و بی‌دلیل رنج بکشی. بهای بزرگ شدن و تجربه پیدا کردن چقدر دردآوره و ادم‌ها چقدر نامردن,SAD
جدی چرا نمی‌تونم دیگه مثل قبل شعر حفظ کنم؟ شما بگو حتی یه بیت. بعد ی روز یادم می‌ره. برای منی که عاشق ادبیات و اسعار حافظ و سعدی‌ام این قضیه واقعا غمگینم می‌کنه.,SAD
انقدر ویدیو‌ها رو با سرعت 2x دیدم توی زندگی واقعی کسی با سرعت عادی یا یکم کندتر حرف می‌زنه واقعاً کلافه می‌شم.,SAD
دودقیقه اون چکش و اون بزها رو بذار کنار بشین سر جات مرد,HAPPY
دوباره ثور بازیش گرفته,NEUTRAL
و مزخرف‌ترین کاری بود که تو زندگیم کردم که اگه برگردم عقب نمیکردم.,SAD
من صاحب اون کانال سمت راستی بودم و خب ۱۲، ۱۳ سالم بود و عقل کافی نداشتم که اون محتواها رو درست میکردم.,SAD
این توییتم جدیه.,NEUTRAL
هر چی یادم بره مدل حرف زدنشون و صداشون هرگز یادم نمیره,SAD
این حرکت این بنده‌خدا خیلی اشتباه بوده اما چنین شجاعتی که توی فضای صفر و یکی‌ای مثل توییتر بیاد اشتباه چندسال پیشی که حتی کسی متوجه نمیشه کار اون هست رو اعتراف کنه و عذر بخواد هم واقعاً قابل تحسینه. چیزی که اکثر ماها از زیرش در می‌ریم و مسئولیت اشتباهمون رو نمی‌پذیریم.,HAPPY
طوری که لمس کردن و لمس شدن میتونه من رو آروم و اضطراب توی وجودم رو در نطفه خفه کنه، واقعا جالبه؛ که خب متاسفانه در همین حد هم ندارم.,SAD
بنده برده‌ی تکنولوژی و زندگی ماشینی‌ام. 🦭,HAPPY
نمی‌خوام منو ول کنید من ادم طبیعت نیستم😭,SAD
کوه ساعت پنج صبح رو کنسل کردم که بخوابم، نه صبح مامان بیدارم کردن که پاشو بریم روستا.,SAD
احساساتم به خانواده دوباره شده یه منجلاب کثافت.,SAD
جان عزیزتون بذارین من یه گزارش failure بدم دفاع کنم خلاصم کنین. حامله شدم از این پروژه. نمت به امام وقت نمت.,SAD
برای مامانم chat-GPT ریختم، الان هیستوری چتاشو دیدم، واقعا جالبن:))))))))))),HAPPY
پی‌ام‌اس کم نیست؟ تخمک‌گذاری چه کسشریه دیگه آخه.,SAD
امروز به هیچ وجه روز سلطان نیست.,SAD
عوضش خوب روز دوستای سلطانه. قربونشون برم.,HAPPY
از استرس و دلتنگی در مرز خفگی‌ام.,SAD
دلم خواست ریواچش کنم خودمو بگام.,SAD
این ترم یه دفاع داشتم و یه درس. نه دفاع کردم نه پاس شدم.,SAD
امشب اشک ریختیم و خداحافظی رو بغل کردیم.,SAD
دارم با خونه‌م خداحافظی می‌کنم.,SAD
غزل، نسیم، مینا، پردیس، شکیبا، همیلا. یه کتاب از تک تکشون می‌تونم بنویسم و غصه‌ی نبودشون تو زندگیم رو بکشم، غصه‌ی نگذروندن روزام باهاشون.,SAD
عمر همه لحظه‌ی وداع‌ست.,SAD
بر طبل شادانه بکوب,HAPPY
بالاخره از خر شیطون اومدم پایین و ویدیوهای دانش‌خانواده رو دیدیم =))))) باشد که پاس شیم.,HAPPY
به عنوان یک اپراتور لیزر میگم ما تو ایران صورتی نداریم.,NEUTRAL
نه کنکور نه دانشگاه نه محیط کار نه مهاجرت هیچ کدوم به تنهایی نمی‌تونن برات موفقیت یا تغییر بزرگ و مثبت در زندگیت به ارمغان بیارن تا وقتی که نفهمی از زندگیت چی می‌خوای و چی برات مناسبه، لذا از ارائه تحلیل و توصیه به این کنکوری‌های بدبخت دست بردارین.,SAD
مشکلتون با ما مذهبیای صورتی گل‌گلی که روزبه‌روز داریم تو لفافه‌تر کار میکنیم چیه؟,HAPPY
ولی اگه برمی‌گشتم عقب به جای شریف جدی تهران رو انتخاب می‌کردم، مهندسی هم نه واقعا. ای شاشیدم تو مغز مشاور مدرسه‌مون که فک کرد چون می‌تونم بخونم یعنی باید بخونم.,SAD
کسونه واویلا به یه پریود ما هم حسودی می‌کنید😭😭؟,SAD
مریض‌ترین و ترسناک‌ترین چیزهایی که می‌شه دید انیمه‌های ژاپنی هستند.,SAD
دو تا انیمه و یه سریال و دو تا گیم دارم، پیش به سوی غار خوشحالی و ندیدن انسان‌ها💕.,HAPPY
ناراحتی نبین.,SAD
پسر فاینال فانتزی واقعا لیاقت این همه هایپ رو داشت، سر هر فایت قشنگ روحم ارضا میشه.,HAPPY
از روان خسته اینو بگم که حدود نیم ساعته اسکرین همینجا مونده و دارم موسیقی متن رو گوش میدم و چمنا رو نگاه می‌کنم.,SAD
فرستادن ریلز اینستا برای هم، معاشرت مورد علاقمه.,HAPPY
حالا اگه شکمتون سیر بود اوج مبارزه سیاسیتون فرستادن جوکای جنتی سنش اندازه خداست و احمدی نژاد شبیه میمونه به این و اون و از خنده ریسه رفتن بود. بیشتر ازشم دهنتون کج میشد که ما با سیاست چیکار داریم به ما چه اصا.,SAD
نمی‌دونم یعنی رفاه و امنیت اقتصادی خواسته کوچک و حقیری حساب میشه؟,SAD
ولی جشن فارغ التحصیلی رو باید با چندتا دوستای صمیمی دانشگاه گرفت تا معنی پیدا کنه,HAPPY
خط چشم جذاب >>>>> هر نوع آرایش دیگه‌ای,SAD
عادت کردیم به قوی بودنای الکی..,SAD
بعد از مدتها از یه کیف پول خوشم اومد,HAPPY
و گس وات,NEUTRAL
۴ و فاکینگ ۲۰۰ تومنه ://////,SAD
رِد فلگ بَده بَده بَده. تا زمانی که یکی پیدا میشه که رد فلگ مکمل توعه 🤷🏻‍♂️,SAD
بعضی خاطره ها توی مغزم انقد عوض شدن که الان فقط از روی چند تا عکس میتونم واقعیشو پیدا کنم,SAD
نمیدونم چرا هی می‌نویسم و درفت میکنم :/,SAD
اگه کسی با شما واقعی نیست، میتونید حسش کنید ، این حس هیچ وقت دروغ نمیگه.,SAD
آماده باش که آدما هر لحظه با کاراشون سورپرایزت کنن,HAPPY
من کی انقد پیر شدم؟,SAD
هی هیومن، چقدر تو کم توقعی 😮‍💨,SAD
گریه می‌کنم. جدی.,SAD
روزی ۷۰ تا توییت رو می‌تونم کوت کنم و بگم بکیرم یا گه نخور ولی خب من سگ کی باشم بچه‌ها راحت باشین هر چی دوست دارین بگین.,SAD
ببخشید من اصلا هیچ ایده‌ای ندارم اگه همخونه بودیم سر چی دعوا می‌کردیم ولی اگه شما ایده‌ای داشتید به من بگید. 😭😭😭😭😭,SAD
باید یه کاری‌ کنم که تمام اخلاق و شخصیتم، صفر تا صد عوض بشه.,NEUTRAL
وای یا امام زمان آجی این چیه آخه؟,SAD
وای حواسم نبود نبود تو سرکل می‌خواستم کوت کنم چیز کوت کردم. 😭😭😭😭😭😭,SAD
آتیشمو آتیش پاره‌س چشمکام. 😉,SAD
آماده‌اید گریه کنیم بچه‌ها؟,SAD
من حس می‌کنم کلا این لیسانس، لیسانس سلطان نیست.,SAD
دلم نمی‌خواد توییترو باز کنم که چیزم تموم نشه. 💔,SAD
بیاید سعی می‌کنم مهربون باشم. 🦍,HAPPY
طاها بمیر.,SAD
باید مغزم رو در بیارم و بندازم در سطل آشغال.,SAD
بقیه صباها باید از کره زمین حذف بشن فقط من باشم قبول دارید,HAPPY
بیشعور من روحیم ضعیفه داد نزن سرمممم,SAD
زندگیم باحاله‌ها. تا بهش فکر نکنی نمیفهمی.,HAPPY
من الان خیلی احساس تنهایی می‌کنم. سه چهارتاتون بیاین این زیر قربونم برین تا ببینیم چی میشه.,SAD
سگ تو فرمت جدید تافل. نمره داداشو آوردن پایین‌تر از قبلی😭,SAD
نصف عمرم تو تونل نیایش تلف شد. کص پدرت رفسنجانی,SAD
این دو تا چرا انقدر کیرین؟,SAD
دوستان عزیزم، چون در این جمع کوچکمون کسی از ورودی‌های ۹۹ کامپیوتر حضور نداره، خیلی راحت و سرباز میگم که عجب آدمای کیری و حقه‌بازی هستن,SAD
با صحبت‌های امروز، بسی خوش‌فاز شدم🤭,HAPPY
این خانوم حراستیه واقعا مریض جنسی‌ئی چیزیه. هر کی میاد تو، از بالا تا پایین یه بار یه نگاه می‌‌کنه و لبخند رضایت می‌زنه.,SAD
ببخشید پدر و مادرتون اولين چیزی که بهتون یاد میدن این نیست که دروغ نگین پدرسگا؟,SAD
وای خدایا من تا الان نمی‌دونستم ترم تابستون از فردا شروع میشه. سگ تو این زندگی واقعا,SAD
کجای راهو اشتباه رفتم که الان نوتیف لایک برام نمیاد؟ بابا لایک کنید لامصبا، نمی‌خوام شکممو سیر کنین که انقدر زورتون میاد 😭😭,SAD
وای خدایا گاییده شدم. این چه درس و پروژه کیری‌ئی بود که نصیب ما کردی😭😭,SAD
جدا مادرجندگی و دروغ تو وجود بعضی‌ها تعبیه شده و کاریش هم نمیشه کرد,SAD
 هیچ برهه‌ای از زندگیم انقدر زودرنج و عصبی و بداخلاق نبودم. شاید سیگنالی از سمت زندگیه که دارم زیاده‌روی می‌کنم و باید یه کم سرم رو خلوت‌تر کنم و برای چیزهای مهم‌تر هم وقت بذارم.,SAD
بابا رو اسم اون فایل کوفتی‌ئی که آپلود می‌کنی اسم و شماره دانشجوییت رو بزن دیگه چاقال.,SAD
چقدر دیر کردی بابا. زودتر از اینا منتظر یه ایرانی احمق زیر اون توئیتم بودم,SAD
دروغ چرا، یه وقتایی دلم تنگ میشه.,SAD
امشب بعد از مدت‌ها اینقدر از ته دلم خندیدم که همه بدنم درد گرفت و خب واقعاً چسبید.,HAPPY
ماشین‌هایی که چراغ ترمزشون خرابه عصبی‌ام می‌کنن.,SAD
باهام حرف بزن؛ داری منو از دست میدی.,SAD
دیگه خسته شدم واقعاً؛ کاش یه بار همه چیز اونجوری که می‌خواستم پیش می‌رفت.,SAD
ببینم می‌تونم مخ اینا رو بزنم دوباره بریم ماسال یا نه.,SAD
احساس می‌کنم که هیچوقت قرار نیس به آرامش برسم؛ لطفاً مرگ.,SAD
فردا تموم بشه یه نفس راحت می‌کشم.,HAPPY
حس می‌کنم قراره بگا برم.,SAD
ببینید امروز تازه روز دوم تعطیلات بود ولی من از همین الان استرس غروب روز آخر رو دارم.,SAD
آه بعد از چندین روز سفر و شلوغ کاری دوباره تنها شدم ):,SAD
مهم نیست,SAD
جدن با رفتن دنبال مجوز رید توی کریرش احمق,SAD
لعنت بهت پوتین 😭,SAD
از آهنگ هایی که امشب گوش دادم به شدت راضیم ام,HAPPY
دقیقا همینقدر 🤏🏻مونده که کم بیارم,SAD
قربونت بشم اربابم 🥰🥰,SAD
بهراد از این تریبون اعلام کرد که «بیا بغلم» ❤️,SAD
واقعا یه چیزی تو هوای این دانشکده پخش میکنن که اینا انقد بی‌نمک میشن.,HAPPY
بزرگسالی سخته. من رو برگردونید به مهد کودک.,SAD
همیشه تلاش کردم کسی رو ناراحت نکردم ولی ظاهرا همیشه ریدم.,SAD
دوستان میشه من رو بکشید؟,SAD
دوستان میشه یکی یه تیر تو مغز من خالی کنه راحت شم؟,SAD
این زبون‌بسته هم معلومه هیچی از این ژانر نفهمیده.,HAPPY
چقد تو این گروهای دانشکده حرف میزنن. کاش کنتور مینداخت. درستون رو بخونید اپلایتون رو بکنید دیگه.,SAD
اسپاتیفایم یتیم شد 😭😭😭,SAD
واقعا کیرم تو اول و آخر آخوند. بعد از مدت‌ها واقعا از یکی خوشم اومد ولی بخاطر شرایط تخمی مملکت و اینکه معلوم نیست شرایط رفتنم، نمی‌تونم کاری بکنم. واقعا از شدت ناراحتی و خشم سرخورده شدم و کاری هم از دستم برنمیاد.😭😭😭 خامنه‌ای کصپدرت.,SAD
یا من برای این دنیا ساخته نشدم، یا این دنیا برای من ساخته نشده. در هر صورت بد شد.,SAD
امشب چه خبره چرا همه دارن خدافظی می‌کنن 😭😭😭😭😭 تا اینجا شد ۴ نفر.,SAD
کاش مست و گیج بودم، یکی منو از وسط جمع میکرد و میبردم یه جا که هیچکسی نباشه.,SAD
دلم برای میون اون جمع بودن تنگ شده. گود اولد دیز.,SAD
چون ناراحت بودم خط چشم رنگی خریدم.,SAD
✨چگونه با افسردگی مبارزه کنیم✨,SAD
بابام فلفل اورده، اومده میگه ساره بیا بخور ببین تنده یا نه =))),HAPPY
وای ببخشید تیتراژ اون سریاله😭💘,SAD
در این شهر میلیون‌ها آدم پیدا می‌شود اما یک قلب آشنا نه.,SAD
قشنگ هوا رنگ و بوی بهار گرفته. همیشه این حال و هوای آخر اسفند یه غم نوستالژیکی به من میده.,SAD
هوا داره گرم میشه. دیگه سیگار حال نمیده.,SAD
بوی بهار میاد •.•,HAPPY
"ما امضا کنندگان این کارزار، نسبت به حذف یا واگذاری این فضای عمومی به بخش خصوصی به بهانه ""بهینه سازی"" معترض بوده و خواستار ادامه این فضا به شکل سابق خود هستیم.",NEUTRAL
صبح پا میشی و آلردی کله‌ت کیریه. عالی.,SAD
نمیدونم چطور بگم ولی بدون شال بیرون رفتن با لباس بهاری و سبک از بدون شال بیرون رفتن با لباس های زمستانه برام سختتره.,SAD
دیگه از وصف میزان کثافت بودن ج.ا و خشمم نسبت بهش عاجزم. قضیه مسموم شدن دخترها توی مدرسه‌ داره از درون آتشم میزنه. چقدر همگی از تحمیل این درد مشترک بیچاره‌ایم.,SAD
اقا بدور از شوخی و استهزا، من واقعا نمیدونم میدان انقلاب تهران نماد چیه؟ من فقط یه تپه می‌بینم.,HAPPY
ادامه‌ش خنده‌دارتره‌. کامان رو هم معرفی کرده :)) این آشغال معرفی نمیخواد دیگه.,HAPPY
وای همون حتی تو اون رنج قیمت برندهای ایرانی بهتر داریم رفته کسشرترین‌ رو پیدا کرده😭,SAD
ساعت پنج صبح به سمت متروی كرج حرکت کردن = برد,HAPPY
به نظرم برد اصلیو کسایی کردن که دانشگاه و خونشون تو یه شهر نیست ولی نزدیک به همه,HAPPY
دوستان عزیزم، موقعی که گات رو می‌دیدین، سانسا استارک تو کون شماها هم نمی‌رفت و خیلی بی‌مصرف بود به نظرتون؟,SAD
شاید برای نظر دادن زود باشه اما پس از ده روز تجربه باید اعلام کنم من محاله تنها مهاجرت کنم. محاله.,SAD
بیا بچه‌مون بشو🐈‍⬛,HAPPY
موافقم🍼,HAPPY
نه حالا آجی با آدم رندوم که نمی‌رم. گزینه‌ی اولم زیدمه که دارم قعر جهنم که نشه با هم بریم رو در نظر می‌گیرم.🐈‍⬛,SAD
آها آره با زید که عالی. منم بهتره کونم را جمع کنم در فرصت باقی گل‌پسر پیدا کنم🫷🫸,SAD
شایدم گه می‌خورم نمی‌دونم. به هر حال اگه من ادمیشن گرفتم و تنها بودم رو اینکه بگیرمتون حساب کنید.,HAPPY
آج منم از لحاظ روانی عین خودتم🌞 ولی بهم توصیه کردن که نکنم، حتی شده چند ماه اول گریه زاری کنم بهتر از اینه که از رو ترس تنهایی با یکی اوکی شم، بعد طبیعتاً کلی بهش وابسته شم بعد اون شخص مناسبم نباشه همه چی آوار شه سرم,SAD
وقتی تو جمعی کسی رو ببینم که درباره هر زنی، هررررر زنی از واژه خراب استفاده می‌کنه به سرعت نور ازش فاصله می‌گیرم. آدما ممکنه اشتباه کنن، مسیر نادرست برن، اصلا فاحشه و خیانت‌کار باشن ولی خراب نمی‌شن. هر آدمی همیشه فرصت داره مسیری رو که اشتباه رفته برگرده.,SAD
به تخمم,SAD
این سریال idol هم عجب کسشریه,SAD
دایرکت دادید چالش روز چیه. چالش امروز اخمه دوستان,SAD
اخم کنید,SAD
خب دیگه بریم برا مفید بودن,HAPPY
آقا من بازم میگم لپاش خیلی قشنگه,HAPPY
یکیتون نکرد یه 🧿 بذاره زیر این توییت,HAPPY
یکی نگفت ماشالله، یکی نزد به تخته‌ای چیزی,HAPPY
گاییده نمیشید از حسادت؟,SAD
از ساعت هشت دارم لود میشم فقط,NEUTRAL
غیبت تحت فشار خواب همیشه چیز جالبی میشه,HAPPY
همین الان به سفر به دهاتمون نه گفتم,SAD
چون با منطق تصمیم گرفتم😭,SAD
کاش تاس مینداختم,SAD
وای چقد دلم تنگ دهاتمونه,SAD
متی گلپایگان خوش نگذره دعوامون میشه,SAD
کیر توش چه تصمیم درستی گرفتم😭😭😭,SAD
در حال حاضر ترند شدن #کیرم_تو_اذان_صبحتون فقط آرومم میکنه,SAD
من قبلا گفتم و یکسری به دل گرفتن، حس میکنم مطلب رو کامل انتقال ندادم,SAD
کس ننه همون شخصی که حکم اعدام رو رسم کرد تا الان چهارتا مادرجنده‌تر از خودش فکر کنن که حکم یکسری از جرم‌ها[نگفتم همه چون حوصله بحث ندارم] اعدامه,SAD
واقعا از سر عجز دارم فحاشی میکنم، بخدا دلم میخواد با مشت صورتونو له کنم ولی زورم نمیرسه و فحش میدم,SAD
واقعا چقد جای کیری‌ای زندگی میکنیم که باید مثل سگ نگران باشی که خدایا صب کسیو اعدام نکنن,SAD
پیشاپیش کیرم تو اذان صبح شما و تمام آدمای جهان که جون آدمای ساکن این جهنم کیرشونم نیست.,SAD
ببخشید ولی بنده به عنوان صاحب سبک تو این زمینه باید بگم برگر خوب نخوردی 💅🏻,HAPPY
خوشمزه ترین برگرای تهران که هیچی خاورمیانه رو پیدا کردم…,HAPPY
امروز اتفاقی آلبوم عکسای بچگیم رو دیدم و فهمیدم چرا انقدر برای از دست ندادن عکسا وسواسی ام.,HAPPY
اون آدما دیگه وجود ندارن ولی حس و حالشون تو همون عکسا جا میمونه.,HAPPY
دوستان نمیدونم چطور بگم ولی بنده آرامش رو نمت، بنده هیجانم واقعا.,HAPPY
دام دگر نهاده‌ام تا که مگر بگیرمش، آنک بجست از کفم بار دگر بگیرمش,SAD
آنک به دل اسیرمش در دل و جان پذیرمش، گر چه گذشت عمر من باز ز سر بگیرمش,SAD
دل بگداخت چون شکر بازفسرد چون جگر، باز روان شد از بصر تا به نظر بگیرمش,SAD
راه برم به سوی او شب به چراغ روی او، چون برسم به کوی او حلقه در بگیرمش,SAD
آب هویج از گلوم پایین نمیره.,SAD
دمی شوهر عمه شدن پس از ددلاین، به از عمر هفتاد و هشتاد سال.,HAPPY
من نمیخوام این آقا رو جاج کنم و کاملا هم با حرفش در مورد احترام موافقم ولی باور بفرمایید کسی وارد داروخونه میشه براش فرقی نداره شما دکتری یا فروشنده ای و اینکه اگر در این حد کمک نیاز داشته که شما دستش رو بگیری ببری دیگه نمیشه بگی نمیدونم دستم اوف شد یا چرا گفت داروهامو بیار :)))),NEUTRAL
من عقیده شخصی دارم به هر ادم مسنی بی چون و چرا نباید احترام گذاشت,NEUTRAL
"مراجعه کننده مسن اومده داروخانه اولا که من رو ""اهای پسر!"" خطاب کرده کارهاشو کردیم سر قیمت چونه زده متهم کرده به گرون فروشی بعد از من خواسته دستش رو از پله بگیرم ببرم پایین (دستمم رو هم جوری فشار داده که هنوز درد...",SAD
کله سیاه‌های خاورمیانه ای رو مشاهده می‌کنید.,HAPPY
تشیع‌جنازه‌ی روح‌الله خمینی، ۱۴ خرداد ۱۳۶۸,NEUTRAL
یکسری ذاتن کصشرن یعنی واقعا چند بار سعی کردم بهشون فرصت بدم تو ذهنم آدم جالبی باشن بعد هر بار بهم اثبات کردن که نه درست فک میکردی همونو ادامه بده.,SAD
دوستان لطفا برگردیم ماه رمضون و یکی افسار شیطان رو ببنده چون من هر دقیقه به انجام کار اشتباه وسوسه ام ☝🏻,HAPPY
مثلا همین الان دارع اشاره میکنه که کپ بزن و همرو بگا بده.,SAD
پرز کل تیم رو فروخت فک کنم فصل بعد باید با تیم جوانان بازی کنن.,HAPPY
من جنس با کیفیت رو میفهمم و حاضرم واسش پول بیشتر پرداخت کنم. چیزی که نمیفهمم برند لاکچریه. برند لاکچری دیگه بحث متریال و حتی دیزاین نیست، بحث این سیگنال به دیگرانه که من پولدارم و میتونم اینو بخرم و نمیفهمم ماها چرا باید تو این زمین بازی کنیم و مسخره بودنش رو به رومون نیاریم.,NEUTRAL
به جاش یه پسر شیرین و کیوت شده بچم.,SAD
کاش انسان خشک و تلخی بودم و کسی جرئت نمی‌کرد باهام شوخی کنه,SAD
بچه‌ها حالا همتون که adhd ندارین، بعضیاتون صرفا کسخلین.,SAD
اگه باهوش بود پزشکی قبول میشد.,HAPPY
تا دیروز ۴ ایرانی از دپارتمان ریاضی محض هاروارد دکترا گرفته بودن. فرشید جمشیدیان (۱۹۸۰)، پیروز وکیلی (۱۹۸۸)، مریم میرزاخانی (۲۰۰۴)، علی اکبر دائمی (۲۰۱۴). دیروز یک اسم به این لیست اضافه شد: تینا ترکمان با موفقیت از تز خود با راهنمایی کورتیس مکمالن، برنده مدال فیلدز، دفاع کرد.,NEUTRAL
